CAR_MODAL,BRAND,CAR_NAME,CAR_VARIANT,OWNER_TYPE,KM_DRIVEN,FUEL_TYPE,MONTHLY_EMI,CAR_PRICE,LOCATION
2016,Hyundai,Elite,Elite i20 SPORTZ 1.2 ,MANUAL,50641,PETROL,"11,535",590000,Bangalore
2014,Honda,Amaze,Amaze 1.2L I-VTEC VX ,MANUAL,30529,PETROL,"10,188",458000,Bangalore
2016,Maruti,Ciaz,Ciaz ZXI+ AT ,AUTOMATIC,45263,PETROL,"13,060",668000,Bangalore
2017,Maruti,Dzire,Dzire ZDI PLUS AMT ,AUTOMATIC,89319,DIESEL,"13,802",706000,Bangalore
2015,Nissan,Terrano,Terrano XL (D) ,MANUAL,65385,DIESEL,"13,169",592000,Bangalore
2018,Maruti,Swift,Swift VXI ,MANUAL,37330,PETROL,"11,280",577000,Bangalore
2019,KIA,SELTOS,SELTOS HTX IVT 1.5 PETROL ,AUTOMATIC,43392,PETROL,"24,002",1261000,Bangalore
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,17079,PETROL,"13,978",715000,Bangalore
2014,Honda,Amaze,Amaze 1.5L I-DTEC S ,MANUAL,81856,DIESEL,"10,902",413999,Bangalore
2016,Ford,Ecosport,Ecosport TREND+ 1.5L DIESEL ,MANUAL,52176,DIESEL,"12,493",639000,Bangalore
2014,Toyota,Camry,Camry 2.5L AT ,AUTOMATIC,113336,PETROL,"20,307",934000,Bangalore
2013,Hyundai,Verna,Verna FLUIDIC 1.6 VTVT EX ,MANUAL,96949,PETROL,"10,586",401999,Bangalore
2017,Maruti,OMNI,OMNI E 8 STR ,MANUAL,20461,PETROL,"6,373",326000,Bangalore
2020,Maruti,Ertiga,Ertiga VXI AT SHVS ,AUTOMATIC,34569,PETROL,"17,416",915000,Bangalore
2014,Volkswagen,Polo,Polo HIGHLINE1.2L ,MANUAL,37711,PETROL,"12,457",560000,Bangalore
2015,Maruti,Alto,Alto 800 LXI ,MANUAL,69850,PETROL,"5,552",284000,Bangalore
2017,Honda,Jazz,Jazz 1.2L I-VTEC V AT ,AUTOMATIC,29164,PETROL,"13,118",671000,Bangalore
2015,Mahindra,XUV500,XUV500 W8 ,MANUAL,91778,DIESEL,"18,329",843000,Bangalore
2018,Tata,Tiago,Tiago XZA PETROL ,AUTOMATIC,21979,PETROL,"10,323",528000,Bangalore
2017,Renault,Duster,Duster RXS CVT ,AUTOMATIC,21357,PETROL,"14,269",730000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,70138,PETROL,"7,664",392000,Bangalore
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,71841,PETROL,"10,929",559000,Bangalore
2020,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,53503,PETROL,"8,426",430999,Bangalore
2020,KIA,SELTOS,SELTOS HTX 1.5 PETROL ,MANUAL,25031,PETROL,"20,937",1100000,Bangalore
2018,Maruti,Ciaz,Ciaz ALPHA 1.5 SHVS PETROL ,MANUAL,91521,PETROL,"12,805",655000,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,44237,PETROL,"7,781",398000,Bangalore
2021,Honda,Jazz,Jazz 1.2L I-VTEC V CVT ,AUTOMATIC,5141,PETROL,"17,549",922000,Bangalore
2021,Maruti,Alto,Alto VXI PLUS ,MANUAL,28158,PETROL,"7,976",408000,Bangalore
2013,Hyundai,Verna,Verna FLUIDIC 1.6 VTVT SX ,MANUAL,59998,PETROL,"11,850",450000,Bangalore
2015,Maruti,Celerio,Celerio VXI ,MANUAL,39773,PETROL,"8,211",420000,Bangalore
2013,Ford,Ecosport,Ecosport TREND 1.5L DIESEL ,MANUAL,79454,DIESEL,"15,710",473000,Bangalore
2016,Maruti,Alto,Alto 800 LXI ,MANUAL,97698,PETROL,"4,712",241000,Delhi NCR
2019,Hyundai,Verna,Verna 1.6 VTVT SX ,MANUAL,55921,PETROL,"15,542",795000,Delhi NCR
2015,Hyundai,Elite,Elite i20 MAGNA 1.2 ,MANUAL,66663,PETROL,"8,661",443000,Delhi NCR
2019,Maruti,Celerio,Celerio VXI ,MANUAL,63194,PETROL,"7,937",405999,Delhi NCR
2022,Hyundai,Creta,Creta SX (O) 1.4 TURBO DCT ,AUTOMATIC,40368,PETROL,"31,482",1654000,Delhi NCR
2015,Maruti,Swift,Swift VXI ,MANUAL,102460,PETROL,"7,407",333000,Delhi NCR
2022,Nissan,MAGNITE,MAGNITE XE ,MANUAL,20338,PETROL,"11,163",571000,Delhi NCR
2021,Maruti,Vitara,Vitara Brezza VXI AT SHVS ,AUTOMATIC,29125,PETROL,"16,617",873000,Delhi NCR
2018,Maruti,Swift,Swift ZXI PLUS ,MANUAL,21574,PETROL,"12,962",663000,Delhi NCR
2020,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL AMT ,AUTOMATIC,64038,DIESEL,"17,093",898000,Delhi NCR
2020,Hyundai,VENUE,VENUE SX 1.0 TURBO ,MANUAL,43417,PETROL,"16,579",871000,Delhi NCR
2022,Maruti,Alto,Alto LXI O ,MANUAL,13185,PETROL,"7,507",384000,Delhi NCR
2019,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,68051,DIESEL,"16,283",732000,Delhi NCR
2016,Ford,Ecosport,Ecosport TITANIUM+ 1.0L ECOBOOST ,MANUAL,29475,PETROL,"11,926",610000,Delhi NCR
2017,Maruti,Celerio,Celerio VXI CNG ,MANUAL,61337,CNG,"8,504",434999,Delhi NCR
2019,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,21221,PETROL,"12,692",649000,Delhi NCR
2019,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,35190,PETROL,"10,889",557000,Delhi NCR
2021,Tata,ALTROZ,ALTROZ XM PLUS PETROL ,MANUAL,49461,PETROL,"12,297",629000,Delhi NCR
2011,Hyundai,i20,i20 MAGNA 1.2 ,MANUAL,78624,PETROL,"8,614",183000,Delhi NCR
2017,Honda,City,City 1.5L I-VTEC SV ,MANUAL,102835,PETROL,"14,081",633000,Delhi NCR
2017,Maruti,Swift,Swift VXI ,MANUAL,87820,PETROL,"8,974",459000,Delhi NCR
2017,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,29759,PETROL,"17,492",919000,Delhi NCR
2024,Hyundai,NEW,NEW I20 Sportz (O) 1.2 IVT ,AUTOMATIC,3295,PETROL,"19,015",999000,Delhi NCR
2020,Hyundai,GRAND,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT ,MANUAL,20631,PETROL,"10,577",541000,Delhi NCR
2017,Maruti,Swift,Swift LXI (O) ,MANUAL,47657,PETROL,"8,524",436000,Delhi NCR
2017,Maruti,Swift,Swift LXI (O) ,MANUAL,23582,PETROL,"8,641",442000,Delhi NCR
2022,Tata,NEXON,NEXON XZ PLUS (O) PETROL DARK EDITION ,MANUAL,26202,PETROL,"20,747",1090000,Delhi NCR
2022,Volkswagen,VIRTUS,VIRTUS COMFORTLINE TSI 1.0 MT ,MANUAL,27653,PETROL,"17,473",918000,Delhi NCR
2015,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,28880,PETROL,"7,781",398000,Delhi NCR
2017,Tata,NEXON,NEXON XZ PLUS PETROL ,MANUAL,82375,PETROL,"11,769",602000,Delhi NCR
2023,Mahindra,XUV300,XUV300 W6 1.2 PETROL ,MANUAL,20393,PETROL,"18,383",966000,Delhi NCR
2016,Hyundai,i20,i20 Active 1.2 S ,MANUAL,54035,PETROL,"9,834",503000,Delhi NCR
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,89726,PETROL,"10,655",545000,Delhi NCR
2020,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,38482,PETROL,"12,238",626000,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,56572,PETROL,"12,864",658000,Delhi NCR
2018,Volkswagen,Ameo,Ameo HIGHLINE PLUS 1.0L 16 ALLOY ,MANUAL,40904,PETROL,"9,306",476000,Delhi NCR
2018,Maruti,Alto,Alto 800 LXI ,MANUAL,39074,PETROL,"5,259",269000,Delhi NCR
2017,Volkswagen,Ameo,Ameo TRENDLINE 1.2L ,MANUAL,67835,PETROL,"7,351",376000,Delhi NCR
2015,Maruti,Alto,Alto K10 VXI ,MANUAL,45475,PETROL,"4,536",231999,Delhi NCR
2021,Honda,City,City 1.5L I-VTE V CVT ,AUTOMATIC,34459,PETROL,"19,834",1042000,Delhi NCR
2021,Maruti,S,S PRESSO VXI PLUS AMT ,AUTOMATIC,27032,PETROL,"10,127",518000,Delhi NCR
2018,Hyundai,Elite,Elite i20 ASTA 1.2 (O) ,MANUAL,48575,PETROL,"10,577",541000,Delhi NCR
2021,Honda,City,City 1.5L I-VTEC ZX ,MANUAL,28369,PETROL,"20,995",1103000,Delhi NCR
2021,Maruti,Swift,Swift VXI AMT ,AUTOMATIC,11486,PETROL,"12,414",635000,Delhi NCR
2020,Honda,City,City 1.5L I-VTE V CVT ,AUTOMATIC,55879,PETROL,"16,769",881000,Delhi NCR
2015,Toyota,Etios,Etios CROSS 1.2 G ,MANUAL,79927,PETROL,"6,647",340000,Delhi NCR
2015,Hyundai,Eon,Eon ERA + ,MANUAL,86973,PETROL,"4,164",213000,Delhi NCR
2022,Tata,PUNCH,PUNCH ACCOMPLISHED MT ,MANUAL,21955,PETROL,"13,093",670000,Delhi NCR
2018,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,41163,PETROL,"7,546",386000,Delhi NCR
2022,Nissan,MAGNITE,MAGNITE XE ,MANUAL,36341,PETROL,"11,144",570000,Delhi NCR
2021,Skoda,Rapid,Rapid MONTE CARLO TSI ,MANUAL,43461,PETROL,"16,522",868000,Delhi NCR
2022,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,15650,PETROL,"15,249",780000,Delhi NCR
2019,Hyundai,VENUE,VENUE SX 1.0 TURBO ,MANUAL,42458,PETROL,"14,193",726000,Delhi NCR
2020,Tata,Tiago,Tiago XE PETROL ,MANUAL,6827,PETROL,"8,837",451999,Delhi NCR
2022,KIA,SELTOS,SELTOS HTE 1.5 DIESEL ,MANUAL,36166,DIESEL,"20,119",1057000,Delhi NCR
2017,Hyundai,Elite,Elite i20 MAGNA EXECUTIVE 1.2 ,MANUAL,27659,PETROL,"9,521",487000,Delhi NCR
2019,KIA,SELTOS,SELTOS HTK PLUS 1.5 ,MANUAL,27143,PETROL,"18,768",986000,Delhi NCR
2022,Hyundai,Creta,Creta EX 1.5 PETROL ,MANUAL,19352,PETROL,"21,908",1151000,Delhi NCR
2019,Hyundai,Verna,Verna 1.6 VTVT SX (O) AT ,AUTOMATIC,40798,PETROL,"16,708",877999,Delhi NCR
2019,Honda,City,City 1.5L I-VTEC ZX ,MANUAL,33671,PETROL,"16,228",852999,Delhi NCR
2018,Skoda,Rapid,Rapid STYLE 1.6 MPI AT ,AUTOMATIC,70102,PETROL,"14,076",720000,Delhi NCR
2017,Toyota,Fortuner,Fortuner 2.8 4X2 AT ,AUTOMATIC,103102,DIESEL,"72,516",2215000,Delhi NCR
2015,Maruti,Alto,Alto K10 VXI AMT ,AUTOMATIC,47487,PETROL,"5,611",287000,Delhi NCR
2019,Jeep,Compass,Compass SPORT 2.0 DIESEL ,MANUAL,93467,DIESEL,"21,286",978999,Delhi NCR
2018,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,32410,PETROL,"8,426",430999,Delhi NCR
2022,Tata,Tiago,Tiago XZ PLUS CNG ,MANUAL,16775,CNG,"11,926",610000,Delhi NCR
2019,Tata,Harrier,Harrier XZ 2.0L DARK EDITION ,MANUAL,56690,DIESEL,"23,808",1095000,Delhi NCR
2018,Maruti,Swift,Swift LXI ,MANUAL,53062,PETROL,"8,465",433000,Delhi NCR
2019,Jeep,Compass,Compass SPORT PLUS 2.0 DIESEL ,MANUAL,45323,DIESEL,"21,612",994000,Delhi NCR
2021,Renault,Duster,Duster RXZ 1.3 TURBO PETROL MT ,MANUAL,50108,PETROL,"17,702",930000,Delhi NCR
2021,Tata,Safari,Safari XZ ,MANUAL,30203,DIESEL,"30,359",1595000,Delhi NCR
2022,Maruti,S,S Cross SIGMA 1.5 ,MANUAL,15983,PETROL,"16,217",852000,Delhi NCR
2021,Hyundai,NEW,NEW SANTRO SPORTZ AMT ,AUTOMATIC,21850,PETROL,"10,596",542000,Delhi NCR
2020,Ford,Ecosport,Ecosport TITANIUM 1.5L THUNDER EDTION DIESEL ,MANUAL,71807,DIESEL,"15,386",787000,Delhi NCR
2017,Renault,Kwid,Kwid CLIMBER 1.0 AMT ,AUTOMATIC,41308,PETROL,"5,924",303000,Delhi NCR
2018,Datsun,Go,Go Plus T (O) ,MANUAL,23055,CNG,"6,598",338000,Delhi NCR
2018,Maruti,Dzire,Dzire LXI ,MANUAL,38776,PETROL,"10,080",516000,Delhi NCR
2023,Maruti,BREZZA,BREZZA ZXI SMART HYBRID ,MANUAL,7048,PETROL,"22,936",1205000,Delhi NCR
2021,Honda,City,City 1.5L I-VTEC ZX ,MANUAL,5404,PETROL,"23,812",1251000,Delhi NCR
2022,Tata,NEXON,NEXON XM SUNROOF DIESEL ,MANUAL,45834,DIESEL,"15,912",836000,Delhi NCR
2019,Maruti,Vitara,Vitara Brezza VDI AMT ,AUTOMATIC,59155,DIESEL,"14,192",638000,Delhi NCR
2020,Volkswagen,Vento,Vento HIGHLINE PLUS 1.0L TSI ,MANUAL,43444,PETROL,"18,977",997000,Delhi NCR
2016,Hyundai,Creta,Creta SX PLUS ANNIVERSARY EDITION 1.6 PETROL ,MANUAL,68339,PETROL,"14,721",753000,Delhi NCR
2013,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,55217,PETROL,"6,004",227999,Delhi NCR
2017,Hyundai,Elite,Elite i20 SPORTZ 1.2 ,MANUAL,31781,PETROL,"10,362",530000,Delhi NCR
2017,Hyundai,Verna,Verna 1.6 VTVT SX (O) AT ,AUTOMATIC,101051,PETROL,"16,884",759000,Delhi NCR
2017,Maruti,Dzire,Dzire LXI ,MANUAL,22148,PETROL,"9,384",480000,Delhi NCR
2022,Nissan,MAGNITE,MAGNITE XE ,MANUAL,26453,PETROL,"11,241",575000,Delhi NCR
2021,Hyundai,Creta,Creta SX 1.5 DIESEL ,MANUAL,25879,DIESEL,"26,299",1382000,Delhi NCR
2015,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,41525,PETROL,"7,175",367000,Delhi NCR
2017,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,41985,PETROL,"12,004",614000,Delhi NCR
2022,Maruti,Eeco,Eeco 5 STR AC CNG ,MANUAL,10783,CNG,"11,984",613000,Delhi NCR
2021,Hyundai,VENUE,VENUE SX 1.0 TURBO IMT ,MANUAL,43632,PETROL,"15,932",836999,Delhi NCR
2021,Hyundai,Verna,Verna SX (O) 1.5 CRDI AT ,AUTOMATIC,63807,DIESEL,"21,870",1149000,Delhi NCR
2020,MG,HECTOR,HECTOR SMART HYBRID 1.5 PETROL ,MANUAL,38585,PETROL,"23,488",1234000,Delhi NCR
2018,Hyundai,Tucson,Tucson 2WD MT PETROL ,MANUAL,43368,PETROL,"23,789",1250000,Delhi NCR
2020,Jeep,Compass,Compass LIMITED PLUS DIESEL ,MANUAL,47583,DIESEL,"31,007",1629000,Delhi NCR
2021,Tata,Tiago,Tiago XT PETROL ,MANUAL,38180,PETROL,"9,795",501000,Delhi NCR
2019,KIA,SELTOS,SELTOS GTX PLUS DCT 1.4 PETROL ,AUTOMATIC,24009,PETROL,"28,132",1478000,Delhi NCR
2021,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,46746,CNG,"7,234",370000,Delhi NCR
2019,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,39901,PETROL,"10,088",516000,Delhi NCR
2022,Tata,NEXON,NEXON XM PLUS SUNROOF PETROL ,MANUAL,22251,PETROL,"15,347",785000,Delhi NCR
2018,Maruti,Swift,Swift ZXI PLUS ,MANUAL,27158,PETROL,"12,004",614000,Delhi NCR
2016,Maruti,Ciaz,Ciaz ZXI+ RS ,MANUAL,50234,PETROL,"9,990",511000,Delhi NCR
2014,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,69403,PETROL,"12,323",554000,Delhi NCR
2014,Maruti,Ritz,Ritz VXI ,MANUAL,57273,PETROL,"6,162",277000,Delhi NCR
2021,Hyundai,Creta,Creta S 1.5 PETROL ,MANUAL,20633,PETROL,"21,280",1118000,Delhi NCR
2021,Hyundai,VENUE,VENUE S+ 1.2 ,MANUAL,22008,PETROL,"14,975",766000,Delhi NCR
2019,MG,HECTOR,HECTOR SHARP 2.0 DIESEL ,MANUAL,33306,DIESEL,"27,961",1286000,Delhi NCR
2023,Tata,NEXON,NEXON XZ PLUS PETROL SUNROOF ,MANUAL,24415,PETROL,"19,034",1000000,Delhi NCR
2018,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,40186,PETROL,"8,074",413000,Delhi NCR
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,84938,CNG,"15,549",699000,Delhi NCR
2016,Maruti,Alto,Alto 800 LXI ,MANUAL,89853,PETROL,"4,418",225999,Delhi NCR
2022,KIA,SONET,SONET HTK PLUS 1.2 ,MANUAL,12265,PETROL,"16,350",859000,Delhi NCR
2019,Hyundai,VENUE,VENUE SX 1.0 (O) TURBO ,MANUAL,57649,PETROL,"14,545",744000,Delhi NCR
2021,Datsun,Redi,Redi Go T(O) ,MANUAL,41535,PETROL,"6,393",327000,Delhi NCR
2022,Hyundai,NEW,NEW I20 N LINE N6 1.0 TURBO GDI IMT ,MANUAL,10797,PETROL,"17,492",919000,Delhi NCR
2019,Renault,Duster,Duster RXS OPT CVT ,AUTOMATIC,25864,PETROL,"14,975",766000,Delhi NCR
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,41293,PETROL,"9,325",476999,Delhi NCR
2021,Tata,NEXON,NEXON XZ PLUS DIESEL SUNROOF ,MANUAL,32265,DIESEL,"18,273",960000,Delhi NCR
2013,Honda,Amaze,Amaze 1.2L I-VTEC EX ,MANUAL,107855,PETROL,"7,189",273000,Delhi NCR
2019,Mahindra,XUV300,XUV300 W8 1.2 PETROL ,MANUAL,17531,PETROL,"15,140",774000,Delhi NCR
2023,Maruti,Swift,Swift VXI ,MANUAL,14887,PETROL,"12,473",638000,Delhi NCR
2017,Honda,City,City 1.5L I-VTEC VX ,MANUAL,99063,PETROL,"13,392",685000,Delhi NCR
2021,Mahindra,Thar,Thar LX PETROL HT 4WD AT ,AUTOMATIC,38659,PETROL,"23,964",1259000,Delhi NCR
2020,Hyundai,AURA,AURA SX+ 1.0 TURBO GDI MT ,MANUAL,63013,PETROL,"13,607",696000,Delhi NCR
2017,Maruti,Wagon,Wagon R 1.0 LXI CNG ,MANUAL,117691,CNG,"7,274",327000,Delhi NCR
2017,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,43944,PETROL,"6,823",349000,Delhi NCR
2021,Tata,ALTROZ,ALTROZ XM PLUS PETROL ,MANUAL,43427,PETROL,"11,272",577000,Delhi NCR
2018,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,27391,PETROL,"8,172",418000,Delhi NCR
2023,Tata,TIAGO,TIAGO EV XT LONG RANGE ,AUTOMATIC,9789,ELECTRIC,"17,131",900000,Delhi NCR
2021,Tata,PUNCH,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE ,AUTOMATIC,14582,PETROL,"15,132",774000,Delhi NCR
2019,Hyundai,Elite,Elite i20 MAGNA PLUS 1.4 CRDI ,MANUAL,60699,DIESEL,"13,970",628000,Delhi NCR
2023,Maruti,Swift,Swift VXI ,MANUAL,10050,PETROL,"13,978",715000,Delhi NCR
2022,Tata,NEXON,NEXON XZ PLUS (O) PETROL DARK EDITION ,MANUAL,28067,PETROL,"18,929",994999,Delhi NCR
2015,Hyundai,Elite,Elite i20 MAGNA 1.2 ,MANUAL,38116,PETROL,"8,348",426999,Delhi NCR
2022,Tata,ALTROZ,ALTROZ XZA ,AUTOMATIC,19606,PETROL,"15,218",778000,Delhi NCR
2019,MG,HECTOR,HECTOR SMART 1.5 DCT PETROL ,AUTOMATIC,14172,PETROL,"25,106",1319000,Delhi NCR
2019,Datsun,Go,Go Plus A(O) ,MANUAL,27695,PETROL,"7,820",400000,Delhi NCR
2019,Jeep,Compass,Compass SPORT PLUS 1.4 PETROL ,MANUAL,59431,PETROL,"22,555",1185000,Delhi NCR
2017,Hyundai,Elite,Elite i20 SPORTZ 1.2 ,MANUAL,43570,PETROL,"10,440",534000,Delhi NCR
2019,Honda,Amaze,Amaze 1.2L I-VTEC S ,MANUAL,47429,PETROL,"10,733",549000,Delhi NCR
2017,Volkswagen,Vento,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY ,AUTOMATIC,95879,PETROL,"12,160",622000,Delhi NCR
2013,Hyundai,Verna,Verna FLUIDIC 1.6 VTVT SX OPT ,MANUAL,91163,PETROL,"10,455",397000,Delhi NCR
2023,Tata,Tiago,Tiago XM CNG ,MANUAL,17340,CNG,"11,750",601000,Delhi NCR
2015,Honda,Amaze,Amaze 1.2L I-VTEC SX ,MANUAL,65475,PETROL,"7,194",368000,Delhi NCR
2019,KIA,SELTOS,SELTOS GTX 1.4 PETROL DUAL TONE ,MANUAL,11707,PETROL,"23,774",1249000,Delhi NCR
2019,Hyundai,Elite,Elite i20 MAGNA PLUS 1.4 CRDI ,MANUAL,62874,DIESEL,"13,792",620000,Delhi NCR
2022,Tata,NEXON,NEXON XZ PETROL ,MANUAL,27385,PETROL,"16,046",843000,Delhi NCR
2020,KIA,CARNIVAL,CARNIVAL PREMIUM 2.2 7 STR ,AUTOMATIC,66902,DIESEL,"36,475",1916000,Delhi NCR
2017,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,73491,CNG,"7,898",404000,Delhi NCR
2019,Hyundai,Creta,Creta SX (O) 1.6 DIESEL ,MANUAL,72474,DIESEL,"24,221",1114000,Delhi NCR
2020,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,72471,PETROL,"11,192",572000,Delhi NCR
2022,Nissan,MAGNITE,MAGNITE XV DUAL TONE ,MANUAL,20512,PETROL,"13,157",673000,Delhi NCR
2020,Tata,ALTROZ,ALTROZ XT PETROL ,MANUAL,21656,PETROL,"12,336",631000,Delhi NCR
2011,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,44976,PETROL,"12,616",268000,Delhi NCR
2019,Hyundai,NEW,NEW SANTRO SPORTZ MT ,MANUAL,62309,PETROL,"8,622",441000,Delhi NCR
2022,Maruti,New,New Wagon-R LXI 1.0 ,MANUAL,12540,PETROL,"9,814",501999,Delhi NCR
2019,Tata,NEXON,NEXON XMA DIESEL ,AUTOMATIC,61857,DIESEL,"14,548",654000,Delhi NCR
2019,Jeep,Compass,Compass LONGITUDE (O) 2.0 DIESEL ,MANUAL,87927,DIESEL,"22,525",1036000,Delhi NCR
2022,KIA,SONET,SONET HTX 1.0 IMT ,MANUAL,29811,PETROL,"20,157",1059000,Delhi NCR
2015,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,46592,PETROL,"6,002",307000,Delhi NCR
2021,KIA,SONET,SONET HTK PLUS 1.0 DCT ,AUTOMATIC,27310,PETROL,"17,797",935000,Delhi NCR
2020,Maruti,Celerio,Celerio LXI (O) ,MANUAL,54485,PETROL,"7,312",374000,Delhi NCR
2023,Hyundai,NEW,NEW I20 ASTA (O) 1.2 MT ,MANUAL,11174,PETROL,"16,959",891000,Delhi NCR
2022,Maruti,BREZZA,BREZZA ZXI SMART HYBRID DUAL TONE ,MANUAL,28284,PETROL,"20,957",1101000,Delhi NCR
2020,Tata,NEXON,NEXON XZA PLUS (O) PETROL DUAL TONE ,AUTOMATIC,37456,PETROL,"16,426",863000,Delhi NCR
2013,Hyundai,Eon,Eon MAGNA + ,MANUAL,67222,PETROL,"5,056",192000,Delhi NCR
2021,Mahindra,XUV300,XUV300 W8 (O) 1.5 DIESEL ,MANUAL,18252,DIESEL,"19,053",1001000,Delhi NCR
2015,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,102963,PETROL,"13,347",600000,Delhi NCR
2019,Tata,NEXON,NEXON XZA PLUS PETROL ,AUTOMATIC,61470,PETROL,"14,682",751000,Delhi NCR
2012,Maruti,Swift,Swift VXI ,MANUAL,90847,PETROL,"8,769",264000,Delhi NCR
2018,Honda,BR-V,BR-V 1.5L I-VTEC S ,MANUAL,64547,PETROL,"15,171",776000,Delhi NCR
2020,Hyundai,VENUE,VENUE S 1.2 ,MANUAL,26467,PETROL,"13,861",709000,Delhi NCR
2020,Maruti,S,S PRESSO LXI ,MANUAL,26213,PETROL,"6,354",325000,Delhi NCR
2021,Maruti,Dzire,Dzire VXI AMT ,AUTOMATIC,49622,PETROL,"12,762",653000,Delhi NCR
2020,Hyundai,Creta,Creta SX AT 1.5 DIESEL ,AUTOMATIC,73831,DIESEL,"24,268",1275000,Delhi NCR
2018,Honda,Amaze,Amaze 1.2L I-VTEC V CVT ,AUTOMATIC,78091,CNG,"11,789",603000,Delhi NCR
2020,KIA,SONET,SONET HTK PLUS 1.5 ,MANUAL,67883,DIESEL,"15,855",833000,Delhi NCR
2020,Jeep,Compass,Compass SPORT PLUS 1.4 PETROL ,MANUAL,75716,PETROL,"20,976",1102000,Delhi NCR
2022,Tata,NEXON,NEXON XM PETROL ,MANUAL,30785,PETROL,"14,233",728000,Delhi NCR
2019,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL ,MANUAL,58737,PETROL,"14,291",731000,Delhi NCR
2017,Hyundai,Grand,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT ,MANUAL,73097,PETROL,"7,703",394000,Delhi NCR
2022,KIA,SONET,SONET HTK 1.5 ,MANUAL,23502,DIESEL,"18,178",955000,Delhi NCR
2018,Maruti,Ciaz,Ciaz SIGMA 1.5 SHVS MT PETROL ,MANUAL,42990,PETROL,"12,590",644000,Delhi NCR
2022,Renault,Kwid,Kwid CLIMBER 1.0 (O) DUAL TONE ,MANUAL,26176,PETROL,"8,895",455000,Delhi NCR
2022,Tata,Tiago,Tiago XZ PLUS CNG ,MANUAL,36087,CNG,"12,942",662000,Delhi NCR
2019,Maruti,New,New Wagon-R VXI (O) 1.0 ,MANUAL,5464,PETROL,"9,384",480000,Delhi NCR
2020,Tata,ALTROZ,ALTROZ XE PETROL ,MANUAL,61103,PETROL,"9,814",501999,Delhi NCR
2018,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,34834,PETROL,"9,677",495000,Delhi NCR
2017,Maruti,Baleno,Baleno SIGMA PETROL 1.2 ,MANUAL,44732,PETROL,"8,563",438000,Delhi NCR
2017,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,93015,PETROL,"11,280",577000,Delhi NCR
2021,Nissan,MAGNITE,MAGNITE XV PREMIUM DUAL TONE ,MANUAL,42886,PETROL,"14,057",719000,Delhi NCR
2019,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT ,MANUAL,29932,PETROL,"10,166",520000,Delhi NCR
2019,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,73117,PETROL,"6,354",325000,Delhi NCR
2021,Maruti,IGNIS,IGNIS SIGMA 1.2 ,MANUAL,25742,PETROL,"9,501",486000,Delhi NCR
