CAR_MODAL,BRAND,CAR_NAME,CAR_VARIANT,OWNER_TYPE,KM_DRIVEN,FUEL_TYPE,MONTHLY_EMI,CAR_PRICE,LOCATION
2015,Maruti,Baleno,Baleno DELTA DIESEL 1.3 ,MANUAL,63916,DIESEL,"13,001",665000,Bangalore
2020,Tata,TIGOR,TIGOR XZ PLUS PETROL ,MANUAL,27603,PETROL,"11,554",591000,Bangalore
2019,Maruti,New,New Wagon-R VXI 1.2 AMT ,AUTOMATIC,13515,PETROL,"9,716",497000,Bangalore
2016,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,51729,PETROL,"12,023",615000,Bangalore
2016,Maruti,Swift,Swift VXI ,MANUAL,43756,PETROL,"17,131",900000,Bangalore
2017,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,39311,PETROL,"28,132",1478000,Bangalore
2019,KIA,SELTOS,SELTOS GTX PLUS DCT 1.4 PETROL ,AUTOMATIC,66007,PETROL,"33,690",1770000,Bangalore
2022,Hyundai,Creta,Creta SX (O) 1.4 TURBO DCT ,AUTOMATIC,20634,PETROL,"8,348",426999,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,23912,PETROL,"18,197",956000,Bangalore
2023,Tata,PUNCH,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE ,AUTOMATIC,2806,PETROL,"12,727",651000,Bangalore
2015,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,83630,PETROL,"9,501",486000,Bangalore
2022,Maruti,S,S PRESSO VXI+ ,MANUAL,6410,PETROL,"11,476",587000,Bangalore
2022,Hyundai,NEW,NEW SANTRO SPORTZ MT ,MANUAL,19934,PETROL,"7,898",404000,Bangalore
2015,Maruti,Celerio,Celerio VXI AMT ,AUTOMATIC,52643,PETROL,"14,193",726000,Bangalore
2019,Hyundai,GRAND,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT ,AUTOMATIC,12878,PETROL,"14,272",730000,Bangalore
2017,Hyundai,Elite,Elite i20 ASTA 1.2 ,MANUAL,35728,PETROL,"10,244",524000,Bangalore
2021,Maruti,IGNIS,IGNIS SIGMA 1.2 ,MANUAL,39945,PETROL,"16,485",626000,Bangalore
2013,Maruti,Ertiga,Ertiga VXI ,MANUAL,92751,PETROL,"20,100",1056000,Bangalore
2019,Hyundai,Creta,Creta SX 1.6 PETROL DUAL TONE ,MANUAL,36336,PETROL,"13,802",706000,Bangalore
2017,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,43129,PETROL,"8,856",453000,Bangalore
2015,Hyundai,Xcent,Xcent S (O) 1.2 ,MANUAL,71143,PETROL,"14,174",725000,Bangalore
2017,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,49591,PETROL,"14,415",434000,Bangalore
2013,Hyundai,Verna,Verna FLUIDIC 1.6 CRDI SX ,MANUAL,103388,DIESEL,"15,399",809000,Bangalore
2023,Tata,TIAGO,TIAGO NRG XZ AMT ,AUTOMATIC,2370,PETROL,"11,085",567000,Bangalore
2017,Hyundai,Elite,Elite i20 SPORTZ 1.2 ,MANUAL,78959,PETROL,"13,333",682000,Bangalore
2018,Maruti,Dzire,Dzire VXI ,MANUAL,38445,PETROL,"21,299",1119000,Bangalore
2023,Maruti,Grand,Grand Vitara SIGMA SMART HYBRID ,MANUAL,20888,PETROL,"9,990",511000,Bangalore
2022,Maruti,Alto,Alto K10 VXI PLUS ,MANUAL,13847,PETROL,"9,208",471000,Bangalore
2016,Hyundai,Grand,Grand i10 ASTA AT 1.2 KAPPA VTVT ,AUTOMATIC,93065,PETROL,"9,098",409000,Bangalore
2014,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,72764,PETROL,"15,562",796000,Bangalore
2023,Tata,TIAGO,TIAGO NRG XZ AMT ,AUTOMATIC,7402,PETROL,"11,652",596000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT ,MANUAL,17849,PETROL,"12,456",473000,Bangalore
2013,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,41334,PETROL,"11,578",592000,Bangalore
2023,Renault,Kwid,Kwid RXT 1.0 ,MANUAL,1994,PETROL,"11,789",603000,Bangalore
2016,Maruti,Baleno,Baleno DELTA CVT PETROL 1.2 ,AUTOMATIC,62524,PETROL,"14,115",722000,Bangalore
2016,Skoda,Rapid,Rapid 1.6 MPI STYLE AT ,AUTOMATIC,35390,PETROL,"14,506",742000,Bangalore
2020,Maruti,Swift,Swift ZXI PLUS AMT ,AUTOMATIC,38807,PETROL,"6,350",325000,Bangalore
2018,Datsun,Redi,Redi Go T(O) 1.0 AMT ,AUTOMATIC,44972,PETROL,"9,462",484000,Bangalore
2015,Maruti,Swift,Swift VXI ,MANUAL,74874,PETROL,"8,524",436000,Bangalore
2020,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,87693,PETROL,"13,411",686000,Bangalore
2019,Maruti,Baleno,Baleno ALPHA CVT PETROL 1.2 ,AUTOMATIC,65568,PETROL,"9,254",416000,Bangalore
2014,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,80602,PETROL,"13,157",673000,Bangalore
2016,Maruti,Ciaz,Ciaz ZXI ,MANUAL,68199,PETROL,"8,739",447000,Bangalore
2016,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,39987,PETROL,"16,084",844999,Bangalore
2022,Hyundai,NEW,NEW I20 SPORTZ 1.2 MT DUAL TONE ,MANUAL,38428,PETROL,"15,260",802000,Bangalore
2021,Toyota,Glanza,Glanza G CVT ,AUTOMATIC,28290,PETROL,"25,962",1364000,Bangalore
2023,Maruti,Ertiga,Ertiga ZXI+ AT SHVS ,AUTOMATIC,11016,PETROL,"12,297",629000,Bangalore
2016,Maruti,Ciaz,Ciaz ZXI AT ,AUTOMATIC,66695,PETROL,"20,899",1098000,Bangalore
2018,Mahindra,XUV500,XUV500 W6 ,MANUAL,80292,DIESEL,"8,192",419000,Bangalore
2015,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,99767,PETROL,"9,697",496000,Bangalore
2015,Hyundai,Elite,Elite i20 MAGNA 1.2 ,MANUAL,74832,PETROL,"13,529",692000,Bangalore
2017,Honda,WR-V,WR-V 1.2L I-VTEC VX MT ,MANUAL,46215,PETROL,"21,566",1133000,Bangalore
2020,KIA,SONET,SONET GTX PLUS 1.0 IMT ,MANUAL,31141,PETROL,"9,384",480000,Bangalore
2015,Maruti,Ciaz,Ciaz ZXI AT ,AUTOMATIC,83683,PETROL,"17,854",938000,Bangalore
2023,Mahindra,XUV300,XUV300 W4 1.2 PETROL ,MANUAL,6978,PETROL,"13,040",667000,Bangalore
2016,Mahindra,TUV300,TUV300 T8 ,MANUAL,54242,DIESEL,"11,634",523000,Bangalore
2014,Volkswagen,Vento,Vento HIGHLINE 1.6 MPI ,MANUAL,85997,PETROL,"8,993",459999,Bangalore
2020,Renault,Kwid,Kwid CLIMBER 1.0 (O) ,MANUAL,18244,PETROL,"12,336",631000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT ,MANUAL,9281,PETROL,"9,247",473000,Bangalore
2016,Maruti,Celerio,Celerio VXI AMT (O) ,AUTOMATIC,38929,PETROL,"10,401",532000,Bangalore
2016,Honda,Jazz,Jazz 1.2L I-VTEC VX ,MANUAL,62722,PETROL,"14,448",739000,Bangalore
2018,Maruti,Baleno,Baleno ALPHA CVT PETROL 1.2 ,AUTOMATIC,19161,PETROL,"6,344",285000,Bangalore
2014,Hyundai,Eon,Eon ERA + ,MANUAL,35510,PETROL,"7,937",405999,Bangalore
2016,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,30478,PETROL,"14,428",738000,Bangalore
2018,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,45811,PETROL,"8,407",430000,Bangalore
2019,Maruti,S,S PRESSO VXI (O) ,MANUAL,44848,PETROL,"10,440",534000,Bangalore
2019,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,23686,PETROL,"15,684",824000,Bangalore
2017,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,70058,PETROL,"11,906",609000,Bangalore
2018,Maruti,Dzire,Dzire ZXI ,MANUAL,68309,PETROL,"7,996",409000,Bangalore
2015,Maruti,Wagon,Wagon R 1.0 VXI AMT ,AUTOMATIC,38523,PETROL,"11,847",606000,Bangalore
2020,Maruti,Celerio,Celerio ZXI AMT (O) ,AUTOMATIC,15808,PETROL,"11,156",237000,Bangalore
2011,Maruti,Alto,Alto K10 VXI ,MANUAL,74886,PETROL,"7,768",295000,Bangalore
2013,Maruti,Alto,Alto 800 VXI ,MANUAL,46661,PETROL,"28,056",1474000,Bangalore
2021,Tata,Harrier,Harrier XMA 2.0L KRYOTEC ,AUTOMATIC,28570,DIESEL,"23,298",1224000,Bangalore
2021,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL ,MANUAL,6528,PETROL,"16,560",869999,Bangalore
2022,Tata,PUNCH,PUNCH ACCOMPLISHED DAZZLE PACK AMT ,AUTOMATIC,3572,PETROL,"5,806",261000,Bangalore
2014,Hyundai,Eon,Eon MAGNA + ,MANUAL,97619,PETROL,"26,457",1390000,Bangalore
2023,Mahindra,XUV300,XUV300 W8 (O) 1.2 PETROL AMT ,AUTOMATIC,5990,PETROL,"15,341",806000,Bangalore
2017,Honda,WR-V,WR-V 1.5L I-DTEC VX MT ,MANUAL,56702,DIESEL,"16,511",627000,Bangalore
2014,Renault,Duster,Duster 85 PS RXE DIESEL ADVENTURE ,MANUAL,90841,DIESEL,"26,800",1408000,Bangalore
2019,Mahindra,XUV500,XUV500 W7 AT ,AUTOMATIC,39448,DIESEL,"12,884",659000,Bangalore
2023,Renault,Kwid,Kwid CLIMBER AMT 1.0 ,AUTOMATIC,6308,PETROL,"11,359",581000,Bangalore
2016,Maruti,Swift,Swift VXI ,MANUAL,53462,PETROL,"10,792",552000,Bangalore
2019,Maruti,New,New Wagon-R VXI 1.0 AMT ,AUTOMATIC,30598,PETROL,"14,010",532000,Bangalore
2014,Ford,Ecosport,Ecosport TITANIUM 1.5L DIESEL ,MANUAL,70716,DIESEL,"9,247",473000,Bangalore
2019,Maruti,Eeco,Eeco 5 STR WITH A/C+HTR ,MANUAL,24968,PETROL,"8,769",264000,Bangalore
2012,Maruti,Alto,Alto K10 VXI ,MANUAL,71979,PETROL,"22,346",1174000,Bangalore
2022,Hyundai,Creta,Creta EX 1.5 PETROL ,MANUAL,25492,PETROL,"40,447",2125000,Bangalore
2021,Toyota,Innova,Innova Crysta 2.4 GX AT 8 STR ,AUTOMATIC,13890,DIESEL,"20,709",1088000,Bangalore
2022,Hyundai,NEW,NEW I20 N LINE N6 1.0 TURBO GDI IMT ,MANUAL,9047,PETROL,"6,764",346000,Bangalore
2018,Renault,Kwid,Kwid RXT 1.0 (O) ,MANUAL,48905,PETROL,"25,563",1343000,Bangalore
2020,Mahindra,XUV500,XUV500 W7 ,MANUAL,31044,DIESEL,"15,249",780000,Bangalore
2019,Mahindra,XUV300,XUV300 W6 1.2 PETROL ,MANUAL,42731,PETROL,"15,532",816000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,76040,PETROL,"11,671",597000,Bangalore
2017,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,33972,PETROL,"13,842",708000,Bangalore
2021,Renault,TRIBER,TRIBER RXZ AMT ,AUTOMATIC,16146,PETROL,"13,842",708000,Bangalore
2018,Maruti,Baleno,Baleno ALPHA CVT PETROL 1.2 ,AUTOMATIC,42164,PETROL,"16,255",853999,Bangalore
2017,Honda,City,City 1.5L I-VTEC VX CVT ,AUTOMATIC,37713,PETROL,"23,012",1209000,Bangalore
2022,KIA,SELTOS,SELTOS HTK 1.5 PETROL ,MANUAL,9536,PETROL,"14,315",430999,Bangalore
2013,Hyundai,Verna,Verna FLUIDIC 1.6 CRDI SX ,MANUAL,118783,DIESEL,"11,105",568000,Bangalore
2020,Maruti,IGNIS,IGNIS ZETA 1.2 ,MANUAL,30628,PETROL,"11,652",596000,Bangalore
2016,Mahindra,TUV300,TUV300 T8 ,MANUAL,38328,DIESEL,"9,286",475000,Bangalore
2016,Volkswagen,Ameo,Ameo HIGHLINE1.2L ,MANUAL,97869,PETROL,"11,906",609000,Bangalore
2017,Maruti,Dzire,Dzire VXI ,MANUAL,42126,PETROL,"29,320",330000,Bangalore
2010,Volkswagen,Polo,Polo TRENDLINE 1.2L PETROL ,MANUAL,52143,PETROL,"12,248",626000,Bangalore
2018,Honda,Amaze,Amaze 1.2L I-VTEC VX ,MANUAL,86555,PETROL,"8,104",244000,Bangalore
2012,Maruti,Omni,Omni 5 STR ,MANUAL,37089,PETROL,"11,437",585000,Bangalore
2017,Maruti,Baleno,Baleno DELTA CVT PETROL 1.2 ,AUTOMATIC,39585,PETROL,"11,951",360000,Bangalore
2013,Hyundai,i20,i20 MAGNA (O) 1.4 CRDI ,MANUAL,94514,DIESEL,"14,878",761000,Bangalore
2023,Maruti,Swift,Swift VXI ,MANUAL,9075,PETROL,"5,337",273000,Bangalore
2019,Datsun,Redi,Redi Go T(O) 1.0 ,MANUAL,15881,PETROL,"11,482",436000,Bangalore
2013,Hyundai,i20,i20 ASTA 1.2 ,MANUAL,61116,PETROL,"7,019",359000,Bangalore
2016,Tata,Tiago,Tiago XZ PETROL ,MANUAL,86034,PETROL,"7,542",286000,Bangalore
2013,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,66823,PETROL,"18,329",843000,Bangalore
2017,Maruti,Ertiga,Ertiga ZDI SHVS ,MANUAL,108489,DIESEL,"6,095",274000,Bangalore
2014,Hyundai,Santro,Santro Xing GLS PLUS AUDIO ,MANUAL,74647,PETROL,"14,154",724000,Bangalore
2019,Ford,Ecosport,Ecosport TREND + 1.5L PETROL ,MANUAL,34371,PETROL,"12,057",363000,Bangalore
2012,Maruti,Swift,Swift VXI ,MANUAL,80825,PETROL,"8,387",429000,Bangalore
2015,Hyundai,Grand,Grand i10 ASTA (O) 1.2 KAPPA VTVT ,MANUAL,67557,PETROL,"10,684",546000,Bangalore
2019,Hyundai,NEW,NEW SANTRO SPORTZ AMT ,AUTOMATIC,20560,PETROL,"14,858",760000,Bangalore
2018,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL ,MANUAL,48498,PETROL,"15,308",783000,Bangalore
2021,Nissan,MAGNITE,MAGNITE XV DUAL TONE ,MANUAL,9840,PETROL,"15,418",810000,Bangalore
2022,Tata,ALTROZ,ALTROZ XZ I-TURBO PETROL ,MANUAL,19400,PETROL,"28,418",1493000,Bangalore
2020,MG,HECTOR,HECTOR SHARP HYBRID 1.5 PETROL ,MANUAL,39915,PETROL,"11,065",566000,Bangalore
2017,Maruti,Dzire,Dzire VXI AMT ,AUTOMATIC,57398,PETROL,"14,370",646000,Bangalore
2017,Maruti,Dzire,Dzire ZDI PLUS ,MANUAL,121318,DIESEL,"9,110",466000,Bangalore
2016,Honda,Jazz,Jazz 1.2L I-VTEC V ,MANUAL,35105,PETROL,"10,744",408000,Bangalore
2013,Hyundai,i20,i20 ASTA 1.2 ,MANUAL,78316,PETROL,"10,823",411000,Bangalore
2014,Volkswagen,Polo,Polo COMFORTLINE 1.2L ,MANUAL,90678,DIESEL,"13,667",519000,Bangalore
2014,Maruti,Swift,Swift ZDI ,MANUAL,109999,DIESEL,"6,002",307000,Bangalore
2015,Renault,Kwid,Kwid RXT 0.8 ,MANUAL,44512,PETROL,"34,096",1791000,Bangalore
2019,Honda,Civic,Civic 1.8L I-VTEC ZX CVT ,AUTOMATIC,28069,PETROL,"8,817",451000,Bangalore
2020,Hyundai,NEW,NEW SANTRO MAGNA ,MANUAL,29027,PETROL,"16,959",891000,Bangalore
2018,Honda,City,City 1.5L I-VTEC VX ,MANUAL,38673,PETROL,"11,026",564000,Bangalore
2016,Ford,Ecosport,Ecosport TREND 1.5L PETROL ,MANUAL,49017,PETROL,"5,963",305000,Bangalore
2015,Renault,Kwid,Kwid RXT 0.8 ,MANUAL,36803,PETROL,"25,924",1362000,Bangalore
2020,Jeep,Compass,Compass LONGITUDE PLUS 1.4 PETROL AT ,AUTOMATIC,55863,PETROL,"14,037",718000,Bangalore
2017,Maruti,Ertiga,Ertiga VXI AT ,AUTOMATIC,88211,PETROL,"12,422",374000,Bangalore
2012,Honda,City,City 1.5L I-VTEC S MT ,MANUAL,101853,PETROL,"13,666",699000,Bangalore
2021,Hyundai,GRAND,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT ,AUTOMATIC,31259,PETROL,"8,524",436000,Bangalore
2017,Hyundai,Grand,Grand i10 SPORTZ 1.2 KAPPA VTVT ,MANUAL,96375,PETROL,"30,416",1598000,Bangalore
2022,MG,ASTOR,ASTOR SHARP 1.3 TURBO AT ,AUTOMATIC,7459,PETROL,"19,935",757000,Bangalore
2014,Mahindra,XUV500,XUV500 W6 ,MANUAL,93087,DIESEL,"15,582",797000,Bangalore
2016,Maruti,Vitara,Vitara Brezza VDI (O) ,MANUAL,58038,DIESEL,"15,582",700000,Bangalore
2017,Tata,NEXON,NEXON XZ PLUS DIESEL ,MANUAL,106245,DIESEL,"33,443",1757000,Bangalore
2021,Hyundai,Creta,Creta SX (O) AT 1.5 DIESEL ,AUTOMATIC,46516,DIESEL,"15,279",459999,Bangalore
2012,Maruti,Swift,Swift Dzire VXI ,MANUAL,23960,PETROL,"13,020",666000,Bangalore
2017,Maruti,Baleno,Baleno ALPHA PETROL 1.2 ,MANUAL,52195,PETROL,"11,455",434999,Bangalore
2013,Maruti,Swift,Swift Dzire VXI ,MANUAL,70963,PETROL,"8,535",384000,Bangalore
2014,Hyundai,Grand,Grand i10 MAGNA 1.2 KAPPA VTVT ,MANUAL,76725,PETROL,"8,242",313000,Bangalore
2013,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,69977,PETROL,"10,147",519000,Bangalore
2019,Hyundai,NEW,NEW SANTRO SPORTZ MT ,MANUAL,12988,PETROL,"7,585",388000,Bangalore
2019,Renault,Kwid,Kwid CLIMBER 1.0 ,MANUAL,27220,PETROL,"31,711",1666000,Bangalore
2022,MG,HECTOR,HECTOR PLUS SHARP 1.5 PETROL TURBO HYBRID MT 6-STR ,MANUAL,37636,PETROL,"17,626",926000,Bangalore
2021,Renault,Duster,Duster RXZ 1.5 PETROL MT ,MANUAL,18262,PETROL,"16,316",347000,Bangalore
2011,Maruti,Swift,Swift VXI ,MANUAL,57051,PETROL,"12,219",625000,Bangalore
2017,Renault,Duster,Duster RXL 1.6 PETROL ,MANUAL,48000,PETROL,"15,932",605000,Bangalore
2013,Maruti,Ertiga,Ertiga VXI ,MANUAL,88908,PETROL,"13,216",676000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT ,AUTOMATIC,17285,PETROL,"11,376",432000,Bangalore
2014,Hyundai,i20,i20 SPORTZ 1.4 CRDI ,MANUAL,102555,DIESEL,"18,159",953999,Bangalore
2023,Maruti,Baleno,Baleno ALPHA 1.2 AGS ,AUTOMATIC,20488,PETROL,"28,837",1515000,Bangalore
2020,Hyundai,Creta,Creta SX (O) 1.4 TURBO DCT ,AUTOMATIC,32794,PETROL,"12,923",661000,Bangalore
2017,Maruti,Ciaz,Ciaz ZXI+ AT ,AUTOMATIC,73371,PETROL,"11,456",586000,Bangalore
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,75431,PETROL,"23,241",1221000,Bangalore
2022,Honda,City,City 1.5L I-VTE V CVT ,AUTOMATIC,28749,PETROL,"9,691",368000,Bangalore
2013,Maruti,Ritz,Ritz VXI ,MANUAL,73335,PETROL,"11,984",613000,Bangalore
2016,Honda,City,City 1.5L I-VTEC VX ,MANUAL,76709,PETROL,"7,077",362000,Bangalore
2019,Renault,Kwid,Kwid CLIMBER 1.0 ,MANUAL,46779,PETROL,"7,370",377000,Bangalore
2018,Renault,Kwid,Kwid RXT 1.0 AMT ,AUTOMATIC,29224,PETROL,"13,001",665000,Bangalore
2018,Maruti,Swift,Swift ZXI AMT ,AUTOMATIC,54397,PETROL,"6,882",352000,Bangalore
2019,Renault,Kwid,Kwid RXL ,MANUAL,64671,PETROL,"13,705",701000,Bangalore
2019,Hyundai,Elite,Elite i20 SPORTZ PLUS 1.2 ,MANUAL,39915,PETROL,"15,073",771000,Bangalore
2016,Hyundai,Verna,Verna FLUIDIC 1.6 CRDI S 4S ,MANUAL,65029,DIESEL,"11,429",434000,Bangalore
2013,Hyundai,i20,i20 ASTA 1.2 ,MANUAL,53463,PETROL,"10,010",512000,Bangalore
2016,Maruti,Swift,Swift VXI ,MANUAL,44499,PETROL,"9,612",365000,Bangalore
2013,Honda,Brio,Brio V MT ,MANUAL,41346,PETROL,"11,065",566000,Bangalore
2016,Nissan,Terrano,Terrano XL (P) ,MANUAL,93598,PETROL,"7,390",378000,Bangalore
2015,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,58171,PETROL,"6,901",353000,Bangalore
2017,Renault,Kwid,Kwid RXT 1.0 ,MANUAL,21138,PETROL,"18,596",977000,Bangalore
2018,Tata,NEXON,NEXON XZA PLUS DIESEL ,AUTOMATIC,34059,DIESEL,"12,757",271000,Bangalore
2011,Hyundai,i10,i10 MAGNA 1.2 ,MANUAL,72455,PETROL,"8,935",269000,Bangalore
2012,Hyundai,i10,i10 ERA 1.1 ,MANUAL,56699,PETROL,"14,741",754000,Bangalore
2018,Maruti,Ciaz,Ciaz ALPHA 1.4 PETROL ,MANUAL,49559,PETROL,"9,365",479000,Bangalore
2020,Maruti,S,S PRESSO VXI PLUS AMT ,AUTOMATIC,24864,PETROL,"10,694",547000,Bangalore
2016,Volkswagen,Ameo,Ameo HIGHLINE1.2L ,MANUAL,54327,PETROL,"7,722",395000,Bangalore
2015,Maruti,Wagon,Wagon R 1.0 VXI ,MANUAL,27184,PETROL,"16,331",858000,Bangalore
2016,Hyundai,Creta,Creta E PLUS 1.6 PETROL ,MANUAL,89371,PETROL,"20,601",1082000,Bangalore
2020,Renault,Duster,Duster RXZ 1.3 TURBO PETROL CVT ,AUTOMATIC,46385,PETROL,"9,951",509000,Bangalore
2019,Hyundai,NEW,NEW SANTRO SPORTZ AMT ,AUTOMATIC,67235,PETROL,"16,179",850000,Bangalore
2016,Hyundai,Creta,Creta SX PLUS 1.6 PETROL ,MANUAL,92043,PETROL,"12,061",458000,Bangalore
2014,Hyundai,Grand,Grand i10 MAGNA 1.1 CRDI ,MANUAL,54106,DIESEL,"12,669",648000,Bangalore
2017,Maruti,Baleno,Baleno ZETA PETROL 1.2 ,MANUAL,22396,PETROL,"13,347",600000,Bangalore
2015,Maruti,Ciaz,Ciaz VDI (O) SHVS ,MANUAL,87856,DIESEL,"10,031",302000,Bangalore
2012,Honda,Brio,Brio S MT ,MANUAL,74427,PETROL,"9,283",279000,Bangalore
2012,Maruti,A,A Star VXI ,MANUAL,71079,PETROL,"12,493",639000,Bangalore
2022,Maruti,Celerio,Celerio ZXI AMT ,AUTOMATIC,9609,PETROL,"7,370",377000,Bangalore
2017,Renault,Kwid,Kwid RXL 1.0 AMT ,AUTOMATIC,13272,PETROL,"28,075",1475000,Bangalore
2021,Hyundai,Creta,Creta SX IVT 1.5 PETROL ,AUTOMATIC,7389,PETROL,"7,722",395000,Bangalore
2015,Hyundai,Xcent,Xcent S (O) 1.2 ,MANUAL,88423,PETROL,"6,014",308000,Bangalore
2016,Renault,Kwid,Kwid RXT 0.8 (O) ,MANUAL,59775,PETROL,"20,747",1090000,Bangalore
2016,Mahindra,XUV500,XUV500 W10 ,MANUAL,75082,DIESEL,"13,763",704000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT ,AUTOMATIC,10218,PETROL,"16,711",355000,Bangalore
2011,Maruti,Swift,Swift Dzire VXI ,MANUAL,61266,PETROL,"8,367",428000,Bangalore
2020,Maruti,S,S PRESSO VXI+ ,MANUAL,31237,PETROL,"11,476",587000,Bangalore
2016,Ford,Ecosport,Ecosport TITANIUM 1.5L PETROL ,MANUAL,79969,PETROL,"18,672",981000,Bangalore
2017,Hyundai,Creta,Creta SX PLUS AT 1.6 PETROL ,AUTOMATIC,42546,PETROL,"9,247",473000,Bangalore
2020,Renault,Kwid,Kwid RXT 1.0 AMT (O) ,AUTOMATIC,33663,PETROL,"22,675",1191000,Bangalore
2021,Honda,City,City 1.5L I-VTE V CVT ,AUTOMATIC,22367,PETROL,"11,965",612000,Bangalore
2015,Volkswagen,Vento,Vento HIGHLINE PETROL AT ,AUTOMATIC,68669,PETROL,"19,662",1033000,Bangalore
2022,Maruti,Ertiga,Ertiga VXI SHVS ,MANUAL,9884,PETROL,"10,401",532000,Bangalore
2018,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,45037,PETROL,"7,234",370000,Bangalore
2015,Honda,Brio,Brio S MT ,MANUAL,30891,PETROL,"8,172",418000,Bangalore
2017,Maruti,Alto,Alto K10 VXI (O) AMT ,AUTOMATIC,17897,PETROL,"6,807",306000,Bangalore
2014,Maruti,Alto,Alto K10 VXI ,MANUAL,29477,PETROL,"10,792",552000,Bangalore
2016,Hyundai,Elite,Elite i20 SPORTZ 1.2 ,MANUAL,58161,PETROL,"14,526",743000,Bangalore
2019,Hyundai,Elite,Elite i20 SPORTZ PLUS 1.2 CVT ,AUTOMATIC,38639,PETROL,"29,674",1559000,Bangalore
2021,KIA,SELTOS,SELTOS HTX PLUS 1.5 DIESEL ,MANUAL,39132,DIESEL,"5,552",284000,Bangalore
2015,Maruti,Alto,Alto 800 LXI ,MANUAL,41453,PETROL,"12,219",625000,Bangalore
2016,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,58750,PETROL,"8,661",443000,Bangalore
2021,Tata,PUNCH,PUNCH ACCOMPLISHED MT ,MANUAL,4700,PETROL,"14,819",758000,Bangalore
2015,Maruti,Alto,Alto 800 LXI ,MANUAL,48319,PETROL,"6,119",313000,Bangalore
2020,Renault,TRIBER,TRIBER RXE MT ,MANUAL,18429,PETROL,"10,577",541000,Bangalore
2015,Volkswagen,Vento,Vento HIGHLINE PETROL AT ,AUTOMATIC,68921,PETROL,"10,850",555000,Bangalore
2018,Tata,NEXON,NEXON XZ PLUS DIESEL ,MANUAL,69566,DIESEL,"14,663",750000,Bangalore
2013,Honda,Amaze,Amaze 1.5L I-DTEC EX ,MANUAL,73662,DIESEL,"11,658",351000,Bangalore
2020,Hyundai,GRAND,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT ,AUTOMATIC,27754,PETROL,"13,763",704000,Bangalore
2015,Hyundai,Xcent,Xcent S 1.2 ,MANUAL,69271,PETROL,"8,192",419000,Bangalore
2020,Toyota,Glanza,Glanza V ,MANUAL,74708,PETROL,"14,663",750000,Bangalore
2021,Maruti,Baleno,Baleno DELTA PETROL 1.2 ,MANUAL,19053,PETROL,"13,822",707000,Bangalore
2016,Maruti,Ertiga,Ertiga VXI ,MANUAL,86518,PETROL,"13,998",716000,Bangalore
2019,Hyundai,Elite,Elite i20 ASTA (O) CVT ,AUTOMATIC,23570,PETROL,"15,484",792000,Bangalore
2016,Renault,Duster,Duster RXL 1.6 PETROL ,MANUAL,63292,PETROL,"11,593",593000,Bangalore
2015,Honda,City,City 1.5L I-VTEC V MT ,MANUAL,40477,PETROL,"11,671",597000,Bangalore
